,service,flag,src_bytes,dst_bytes,count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,Label
73145,49,1,0,0,178,0,0,0.07,0.07,13,0.05,0.08,0,0,0
7786,49,5,0,0,248,1,1,0.09,0.05,22,0.42,0.1,0.96,1,0
41887,5,5,0,0,262,1,1,0.07,0.06,20,0.08,0.07,1,1,0
93724,24,9,54540,8314,3,0,0,1,0,78,1,0,0,0,0
93932,33,1,0,0,252,0,0,0.05,0.07,13,0.05,0.08,0,0,0
29259,20,9,172,0,5,0,0,1,0,63,0.25,0.02,0,0,4
45141,24,9,237,1159,5,0,0,1,0,255,1,0,0,0,4
39790,14,9,8,0,1,0,0,1,0,32,1,0,0,0,1
51406,24,9,203,3438,8,0,0,1,0,147,1,0,0,0,4
403,12,9,44,139,77,0,0,1,0,242,0.95,0.01,0,0,4
98124,49,9,215,0,1,0,0,1,0,53,0.87,0.03,0,0,1
23100,12,9,44,44,5,0,0,0.2,0.4,24,0.96,0.08,0,0,4
115927,7,5,0,0,272,1,1,0.02,0.06,6,0.02,0.06,1,1,0
11599,24,9,298,4425,2,0,0,1,0,255,1,0,0,0,4
13545,49,9,215,0,1,0,0,1,0,43,0.84,0.04,0,0,1
122309,20,9,334,0,1,0,0,1,0,9,1,0,0,0,2
57515,19,6,234,754,1,1,1,1,0,18,0.22,0.06,0.02,0.11,4
4155,65,9,181,0,2,0,0,0.5,1,5,0.02,0.01,0,0,4
78756,24,9,376,245,5,0,0,1,0,255,1,0,0,0,4
73467,24,9,268,31108,1,0,0,1,0,255,1,0,0,0,4
68774,20,9,12,0,1,0,0,1,0,36,0.1,0.04,0,0,4
108315,24,9,169,3373,1,0,0,1,0,255,1,0,0,0,4
9368,24,9,313,15298,4,0,0,1,0,255,1,0,0,0,4
94651,44,4,1,0,2,0,0,1,0,2,0.01,0.73,0,0,1
71401,14,9,8,0,1,0,0,1,0,130,1,0,0,0,1
56620,24,9,294,869,3,0,0,1,0,255,1,0,0,0,4
19466,49,9,105,145,7,0,0,0.14,0.29,228,0.89,0.01,0,0,4
57567,14,9,8,0,1,0,0,1,0,4,1,0,0,0,1
35104,49,1,0,0,292,0.03,0,0,1,1,0,0.97,0.04,0,1
113273,49,5,0,0,71,1,1,0.07,0.07,5,0.02,0.07,1,1,0
4490,20,9,567,0,1,0,0,1,0,75,0.4,0.04,0,0,4
120242,14,9,8,0,1,0,0,1,0,25,1,0,0,0,1
67474,24,9,338,9398,2,0,0,1,0,255,1,0,0,0,4
99879,24,9,230,27305,19,0,0,1,0,255,1,0,0,0,4
100500,49,5,0,0,253,1,1,0.08,0.06,1,0,0.09,1,1,0
101611,24,9,282,36253,11,0,0,1,0,255,1,0,0,0,4
25892,20,9,11,0,1,0,0,1,0,91,1,0,0,0,4
101408,24,9,222,392,6,0,0,1,0,255,1,0,0,0.01,4
55121,20,9,59,0,4,0,0,1,0,23,0.4,0.12,0,0.04,4
10727,24,9,237,536,7,0,0,1,0,255,1,0,0,0,4
878,24,5,0,0,150,1,1,0.13,0.06,14,0.05,0.07,1,1,0
87271,49,5,0,0,110,1,1,0.04,0.05,1,0,0.06,1,1,0
22128,49,5,0,0,17,1,1,0.53,0.12,17,0.07,0.08,1,1,0
79338,18,5,0,0,20,1,1,0.5,0.1,59,0.23,0.04,1,1,0
102915,24,9,181,12246,5,0,0,1,0,255,1,0,0,0,4
15652,66,5,0,0,117,1,1,0.16,0.07,19,0.07,0.07,1,1,0
34788,12,9,44,137,76,0,0,1,0,232,0.91,0.01,0,0,4
79176,54,9,959,329,1,0,0,1,0,35,0.92,0.08,0,0,4
111348,54,9,791,328,1,0,0,1,0,245,0.96,0.01,0,0,4
84096,47,2,0,0,231,0,0,0.07,0.06,16,0.06,0.07,0,0,0
45503,49,5,0,0,239,1,1,0.08,0.06,2,0.01,0.07,1,1,0
71223,14,9,8,0,1,0,0,1,0,128,1,0,0,0,1
40902,28,5,0,0,273,1,1,0.03,0.06,8,0.03,0.06,1,1,0
64785,49,5,0,0,230,1,1,0.07,0.06,14,0.05,0.07,1,1,0
17673,24,9,295,2996,12,0,0,1,0,255,1,0,0,0,4
64594,67,5,0,0,264,1,1,0.02,0.06,6,0.02,0.08,1,1,0
8615,24,9,205,1900,9,0,0,1,0,255,1,0,0,0,4
40707,24,9,311,11417,3,0,0,1,0,255,1,0,0,0,4
14810,60,5,0,0,211,1,1,0.08,0.05,16,0.06,0.05,1,1,0
80790,24,9,300,2507,5,0,0,1,0,255,1,0,0,0,4
122542,57,2,0,0,202,0,0,0.09,0.06,18,0.07,0.08,0,0,0
44811,24,9,249,128,1,0,0,1,0,255,1,0,0,0,4
39278,18,5,0,0,277,1,1,0.02,0.05,6,0.02,0.05,1,1,0
47002,41,5,0,0,149,1,1,0.13,0.06,7,0.03,0.07,1,1,0
10595,6,5,0,0,109,1,1,0.08,0.06,9,0.04,0.07,1,1,0
78878,8,1,0,0,266,0,0,0.03,0.06,9,0.04,0.07,0,0,0
57844,49,9,1,0,25,0,0,0.12,0.08,52,0.2,0.22,0,0,1
25274,24,9,346,1385,3,0,0,1,0,255,1,0,0,0,4
42409,49,5,0,0,136,1,1,0.12,0.06,15,0.06,0.07,1,1,0
68494,44,9,516,4,392,0,0,1,0,255,1,0,0,0,4
78376,24,9,153,338,2,0,0,1,0,255,1,0,0,0,4
45801,20,9,2194619,0,1,0,0,1,0,66,0.15,0.05,0.01,0,4
121125,63,5,0,0,260,1,1,0.07,0.06,17,0.07,0.07,1,1,0
26351,24,9,413,11202,14,0,0,1,0,255,1,0,0,0,4
45861,4,9,13,38,1,0,0,1,0,2,0.01,0.03,0,0,4
120135,14,9,8,0,1,0,0,1,0,38,1,0,0,0,1
32114,13,5,0,0,204,1,1,0.07,0.06,15,0.06,0.07,1,1,0
37714,24,9,329,2455,4,0,0,1,0,255,1,0,0,0,4
72793,24,9,54540,8314,2,0,0,1,0,255,1,0,0.01,0.01,0
105027,10,5,0,0,289,1,1,0.06,0.06,1,0,0.08,1,1,0
95469,15,9,30,0,1,0,0,1,0,20,1,0,0,0,4
108534,24,9,200,263,18,0,0,1,0,255,1,0,0,0,4
29728,24,9,232,5381,4,0,0,1,0,255,1,0,0,0,4
104600,24,9,277,1702,5,0,0,1,0,255,1,0,0,0,4
79849,24,9,232,5357,1,0,0,1,0,252,0.99,0.01,0,0,4
81975,24,9,293,1172,15,0,0,1,0,255,1,0,0,0,4
69591,20,9,252,0,1,0,0,1,0,45,0.23,0.04,0,0,4
66268,49,1,0,0,241,0,0,0.04,0.07,9,0.04,0.07,0,0,0
72820,49,5,0,0,299,1,1,0.06,0.06,15,0.06,0.07,1,1,0
87852,29,5,0,0,207,1,1,0.09,0.06,19,0.07,0.06,1,1,0
94246,49,1,0,0,130,0,0,0.09,0.08,12,0.05,0.07,0,0,0
47976,49,1,0,0,185,0,0,0.03,0.06,5,0.02,0.07,0,0,0
91836,67,5,0,0,252,1,1,0.02,0.06,15,0.06,0.07,1,1,0
50586,24,9,305,2698,1,0,0,1,0,254,1,0.01,0,0,4
15691,49,5,0,0,106,1,1,0.08,0.07,21,0.08,0.06,1,1,0
22675,12,9,45,117,140,0,0,1,0,255,1,0,0,0,4
30570,68,5,0,0,269,1,1,0.06,0.05,15,0.06,0.05,1,1,0
98958,49,1,0,0,299,0,0,0.06,0.06,17,0.07,0.06,0,0,0
8720,24,9,208,2810,4,0,0,1,0,255,1,0,0,0,4
67513,49,5,0,0,178,1,1,0.1,0.06,6,0.02,0.09,1,1,0
63420,24,9,206,261,3,0,0,1,0,255,1,0,0,0,4
5730,18,9,7,138,1,0,0,1,0,14,0.06,0.03,0,0,4
39556,49,9,1,0,49,0,0,0.06,0.1,3,0.01,0.02,0,0,1
46463,20,9,192,0,1,0,0,1,0,118,0.46,0.01,0,0.01,4
30790,18,5,0,0,41,1,1,0.32,0.1,60,0.24,0.02,1,1,0
122136,20,5,0,0,235,1,1,0.03,0.06,8,0.03,0.06,1,1,0
40037,24,9,312,383,2,0,0,1,0,255,1,0,0,0,4
53869,15,9,1032,0,511,0,0,1,0,35,0.14,0.09,0.08,0,0
57952,24,9,210,293,5,0,0,1,0,255,1,0,0,0,4
121432,24,9,231,1493,2,0,0,1,0,255,1,0,0,0,4
51674,21,1,0,0,229,0,0,0.06,0.07,13,0.05,0.08,0,0,0
78663,20,5,0,0,25,1,1,0.24,0.16,65,0.25,0.02,1,1,0
63082,49,9,105,145,1,0,0,1,0,129,0.9,0.02,0,0,4
27511,30,5,0,0,106,1,1,0.13,0.06,14,0.05,0.06,1,1,0
106468,24,9,238,12643,1,0,0,1,0,255,1,0,0.01,0,4
102898,19,9,1524,4152,1,0,0,1,0,33,0.31,0.07,0,0,4
32570,66,5,0,0,131,1,1,0.05,0.05,7,0.03,0.05,1,1,0
41825,12,9,45,135,72,0,0,1,0,178,0.78,0.01,0,0,4
47652,20,5,0,0,36,1,1,0.47,0.06,57,0.24,0.02,1,1,0
75958,24,9,161,5977,9,0,0,1,0,255,1,0,0,0.01,4
78358,49,1,0,0,136,0,0,0.11,0.06,15,0.06,0.06,0,0,0
104280,49,1,0,0,247,0,0,0,0.07,1,0,0.08,0,0,0
120902,54,9,557,333,1,0,0,1,0,103,0.79,0.05,0.01,0.01,4
55917,54,9,1940,437,1,0,0,1,0,176,0.79,0.03,0.01,0,4
95375,24,9,309,1906,1,0,0,1,0,255,1,0,0,0,4
27142,14,9,8,0,1,0,0,1,0,80,1,0,0,0,1
89806,49,1,0,0,318,0,0,0,0.53,1,0,0.52,0,0,1
73304,49,5,0,0,128,1,1,0.15,0.05,1,0,0.07,1,1,0
14955,49,5,0,0,90,1,1,0.1,0.07,1,0,0.08,1,1,0
115178,24,9,303,1380,3,0,0,1,0,18,0.86,0.1,0,0,4
45222,24,9,211,1322,48,0,0,1,0,255,1,0,0,0,4
121945,24,9,204,283,4,0,0,1,0,255,1,0,0,0,4
9854,14,9,8,0,1,0,0,1,0,182,1,0,0,0,1
61199,24,5,0,0,2,0.5,0.5,1,0,255,1,0,0.01,0,4
75538,49,1,0,0,177,0,0,0.06,0.07,10,0.04,0.07,0,0,0
72624,24,9,220,13011,1,0,0,1,0,255,1,0,0,0,4
107048,59,5,0,0,255,1,1,0.09,0.05,22,0.09,0.05,1,1,0
33515,24,9,299,7907,6,0,0,1,0,255,1,0,0,0,4
392,19,5,0,0,222,1,1,0,0.06,1,0,0.06,1,1,0
33863,16,1,0,0,128,0,0,0.01,0.07,1,0,0.06,0,0,0
71470,28,5,0,0,230,1,1,0.04,0.07,11,0.04,0.09,1,1,0
66906,24,9,239,285,11,0,0,1,0,255,1,0,0,0,4
36681,32,5,0,0,120,1,1,0.07,0.07,8,0.03,0.06,1,1,0
118822,49,5,0,0,192,1,1,0.02,0.07,4,0.02,0.09,1,1,0
62625,49,9,105,146,7,0,0,0.14,0.29,240,0.94,0.01,0,0,4
80849,2,5,0,0,132,1,1,0.16,0.05,21,0.08,0.05,1,1,0
13634,60,5,0,0,59,1,1,0.14,0.07,64,0.25,0.02,1,1,0
77682,49,5,0,0,138,1,1,0.1,0.07,14,0.05,0.08,1,1,0
68612,54,9,949,328,1,0,0,1,0,50,0.69,0.06,0,0,4
125509,20,9,12,0,1,0,0,1,0,86,0.38,0.03,0,0,4
34891,24,9,331,10578,2,0,0,1,0,255,1,0,0,0.01,4
112170,44,1,0,0,323,0.1,0,0,1,1,0,1,0.09,0,1
69013,49,9,207,0,2,0,0,1,0,142,0.86,0.01,0,0,1
84586,54,9,971,404,1,0,0,1,0,212,0.21,0.11,0.79,0,4
100556,24,9,259,282,2,0,0,0.5,1,248,0.97,0.01,0,0,4
24990,49,5,0,0,111,1,1,0.06,0.07,4,0.02,0.07,1,1,0
57874,24,9,189,622,22,0,0,1,0,255,1,0,0,0,4
47732,12,9,42,42,125,0,0,1,0,255,1,0,0,0,4
100878,10,5,0,0,94,1,1,0.05,0.07,5,0.02,0.08,1,1,0
94850,24,9,54540,8314,8,0,0,1,0,255,1,0,0,0,0
87806,20,9,501760,0,2,0,0,1,0,35,0.21,0.07,0,0,4
119843,14,9,8,0,1,0,0,1,0,149,1,0,0,0,1
54641,54,9,1941,338,1,0,0,1,0,190,0.75,0.02,0,0,4
31978,24,9,159,48478,1,0,0,1,0,255,1,0,0,0,4
93247,20,9,1199,0,2,0,0,1,0,18,0.36,0.13,0,0,4
110208,49,5,0,0,121,1,1,0.11,0.06,16,0.06,0.07,1,1,0
29175,5,5,0,0,264,1,1,0.03,0.06,7,0.03,0.07,1,1,0
13371,24,9,258,310,6,0,0,1,0,255,1,0,0,0,4
39797,15,9,1032,0,511,0,0,1,0,12,0.08,0.02,0,0,0
5272,24,9,285,25519,2,0,0,1,0,255,1,0,0,0,4
68761,35,5,0,0,242,1,1,0.08,0.06,20,0.08,0.07,1,1,0
60488,55,5,0,0,247,1,1,0.06,0.06,15,0.06,0.07,1,1,0
96464,26,1,0,0,143,0,0,0.1,0.06,14,0.05,0.05,0,0,0
11319,49,5,0,0,123,1,1,0.14,0.06,32,0.13,0.05,1,1,0
116287,12,9,44,44,4,0,0,0.5,0.5,119,0.96,0.02,0,0,4
85022,54,5,0,0,2,0.5,0.5,1,0,45,0.66,0.06,0.01,0.02,4
106989,20,5,0,0,273,1,1,0.03,0.05,4,0.02,0.09,1,1,0
44743,54,9,1117,333,1,0,0,1,0,124,0.52,0.04,0,0,4
51657,24,9,201,535,10,0,0,1,0,255,1,0,0,0,4
121355,49,1,0,0,444,0,0,0,0.52,1,0,0.51,0,0,1
94,7,5,0,0,300,1,1,0.02,0.06,3,0.01,0.07,1,1,0
67484,24,1,0,0,1,0,0,1,0,254,1,0,0,0,4
43956,49,4,0,0,2,0,0,0.5,1,1,0,0.96,0,0,1
32173,23,1,0,0,131,0,0,0.01,0.08,1,0,0.07,0,0,0
72197,24,9,196,170,3,0,0,1,0,255,1,0,0,0,4
121707,30,5,0,0,137,1,1,0.18,0.05,24,0.09,0.05,1,1,0
56821,24,9,275,1335,7,0,0,1,0,250,1,0,0,0,4
81921,54,9,1348,331,2,0,0,1,0,126,0.74,0.03,0,0,4
113386,49,5,0,0,31,1,1,0.13,0.1,19,0.07,0.07,1,1,0
58734,24,9,318,397,19,0,0,1,0,255,1,0,0,0,4
117283,60,2,125,179,2,0,0,1,0,8,1,0,0.12,0.12,2
44772,30,5,0,0,119,1,1,0.01,0.08,1,0,0.07,1,1,0
112611,24,9,228,1075,7,0,0,1,0,252,0.99,0.01,0,0,4
75739,54,9,1429,330,1,0,0,1,0,127,0.64,0.03,0,0,4
105797,49,5,0,0,212,1,1,0.03,0.06,6,0.08,0.14,0.81,1,0
69833,12,9,43,68,205,0,0,1,0,217,0.85,0.01,0,0,4
5938,12,9,43,146,75,0,0,1,0,203,0.8,0.01,0,0,4
115676,24,9,325,270,13,0,0,1,0,238,0.93,0.02,0,0,4
31324,24,9,284,6390,11,0,0,1,0,130,1,0,0,0,4
104766,12,9,44,123,119,0,0,1,0,254,1,0.01,0,0,4
2904,44,9,1,0,97,0,0,0.01,0.06,1,0,0.06,0,0,1
66667,24,9,287,2168,23,0,0,1,0,255,1,0,0,0,4
70947,24,9,209,2649,6,0,0,1,0,255,1,0,0,0,4
98136,24,9,275,4049,1,0,0,1,0,255,1,0,0.01,0.01,4
61140,49,5,0,0,172,1,1,0.1,0.06,17,0.07,0.05,1,1,0
82920,24,9,236,11803,2,0,0,1,0,255,1,0,0,0,4
28734,54,9,580,328,1,0,0,1,0,138,0.55,0.03,0,0,4
70200,55,5,0,0,102,1,1,0.11,0.05,11,0.04,0.04,1,1,0
118445,49,1,0,0,69,0.1,0,0.01,1,1,0,0.55,0.03,0,1
1461,49,5,0,0,277,1,1,0.05,0.05,14,0.05,0.06,1,1,0
71663,24,9,200,3296,4,0,0,1,0,255,1,0,0,0,4
94698,24,1,0,0,1,0,0,1,0,233,1,0,0,0,4
102384,24,9,326,10931,8,0,0,1,0,255,1,0,0,0,4
104261,54,9,1842,506,1,0,0,1,0,64,0.25,0.05,0.48,0,4
48161,49,5,0,0,265,1,1,0.06,0.06,18,0.07,0.06,1,1,0
21479,49,5,0,0,252,1,1,0.04,0.05,10,0.04,0.06,1,1,0
12247,24,9,196,6356,17,0,0,1,0,255,1,0,0,0,4
10342,24,9,327,1415,14,0,0,1,0,255,1,0,0,0,4
8174,24,9,54540,8314,5,0,0,1,0,32,1,0,0,0,0
46346,24,1,0,0,23,0,0,1,0,251,1,0,0,0,4
72616,24,9,54540,8314,4,0,0,1,0,233,1,0,0,0,0
25464,24,9,238,1516,19,0,0,1,0,255,1,0,0,0,4
105626,20,9,10044,0,12,0,0,1,0,126,0.64,0.02,0.01,0,4
125763,24,9,236,1187,17,0,0,1,0,255,1,0,0,0,4
120447,24,9,215,1425,3,0,0,1,0,255,1,0,0,0,4
53431,14,9,18,0,1,0,0,1,0,38,1,0,0,0,1
8670,24,9,225,703,6,0,0,1,0,255,1,0,0,0,4
67335,49,10,0,0,1,1,1,1,0,1,0.01,0.87,0.9,1,1
101878,49,9,28,0,17,0,0,1,0,84,0.33,0.01,0,0,0
53915,20,9,59,0,6,0,0,1,0,17,0.4,0.1,0,0,4
60955,19,9,924,2720,1,0,0,1,0,38,0.6,0.03,0,0,4
36514,24,9,237,1408,6,0,0,1,0,255,1,0,0,0,4
39331,24,9,332,3473,10,0,0,1,0,255,1,0,0,0,4
58881,67,5,0,0,251,1,1,0.01,0.06,3,0.01,0.07,1,1,0
58871,12,9,30,30,10,0,0,1,0,248,0.97,0.01,0,0,4
84833,49,5,0,0,228,1,1,0.06,0.08,14,0.05,0.08,1,1,0
102940,4,5,0,0,228,1,1,0,0.07,1,0,0.07,1,1,0
90786,24,1,0,0,1,0,0,1,0,144,1,0,0,0,4
46159,49,9,1,0,27,0,0,0.56,0.07,60,0.24,0.18,0,0,1
35503,9,5,0,0,280,1,1,0.08,0.05,22,0.09,0.05,1,1,0
53740,54,9,3277,380,1,0,0,1,0,91,0.36,0.27,0.27,0,4
108138,49,5,0,0,201,1,1,0.04,0.06,10,0.04,0.07,1,1,0
4527,49,1,0,0,511,0.07,0,0,1,1,0,1,0.1,0,1
103358,12,9,46,46,126,0,0,1,0,228,0.89,0.01,0,0,4
46729,24,9,202,1330,10,0,0,1,0,255,1,0,0,0,4
63658,5,1,0,0,2,0,0,0.5,1,1,0,1,0,0,1
92919,12,9,43,43,125,0,0,1,0,225,0.88,0.01,0,0,4
57251,24,9,324,1049,5,0,0,1,0,255,1,0,0,0,4
78292,24,9,309,2119,9,0,0,1,0,255,1,0,0,0,4
6299,24,9,219,495,26,0,0,1,0,255,1,0,0,0,4
59400,24,9,377,2937,10,0,0,1,0,255,1,0,0,0,4
34905,65,9,181,0,2,0,0,0.5,1,22,0.09,0.01,0,0,4
42957,21,5,0,0,102,1,1,0.16,0.06,2,0.01,0.08,1,1,0
24150,49,5,0,0,117,1,1,0.1,0.07,12,0.63,0.16,1,1,0
35438,19,9,1499,4152,1,0,0,1,0,35,0.14,0.03,0,0,4
115312,12,9,45,81,129,0,0,0.99,0.02,254,1,0.01,0,0,4
75525,24,9,281,776,1,0,0,1,0,231,0.91,0.02,0,0,4
108434,12,9,44,126,69,0,0,1,0,255,1,0,0,0,4
120363,12,9,44,80,239,0,0,1,0,230,0.9,0.01,0,0,4
14486,16,5,0,0,140,1,1,0.07,0.06,10,0.04,0.07,1,1,0
26379,54,9,2168,402,1,0,0,1,0,15,0.06,0.02,0.94,0,4
97491,24,9,192,6196,8,0,0,1,0,255,1,0,0,0,4
92758,20,9,0,2416,1,0,0.08,1,0,89,0.33,0.06,0.02,0.04,4
72582,12,9,34,0,1,0,0,1,0,2,0.5,0.5,0,0,4
1005,24,9,277,1224,1,0,0,1,0,255,1,0,0,0.01,4
86461,49,5,0,0,242,1,1,0.07,0.06,18,0.07,0.06,1,1,0
82193,24,9,220,21953,2,0,0,1,0,255,1,0,0,0,4
28841,24,9,218,14638,9,0,0,1,0,255,1,0,0,0,4
44097,4,5,0,0,28,1,1,0.43,0.14,12,0.05,0.07,1,1,0
77786,28,5,0,0,191,1,1,0.08,0.06,15,0.06,0.06,1,1,0
11952,12,9,43,78,65,0,0,1,0,254,1,0.01,0,0,4
95832,12,9,44,132,204,0,0,1,0,90,0.7,0.02,0,0,4
23124,49,4,0,0,1,0,0,1,0,1,0,0.44,0,0,1
43173,15,9,1032,0,511,0,0,1,0,223,0.87,0.02,0,0,0
7591,12,9,45,73,228,0,0,1,0,250,0.98,0.01,0,0,4
107835,54,9,1173,372,1,0,0,1,0,129,0.61,0.03,0.01,0.01,4
46720,12,9,34,34,1,0,0,1,0,37,0.9,0.05,0,0,4
63296,24,4,54540,7300,4,0,0,1,0,255,1,0,0,0,0
9315,14,9,8,0,1,0,0,1,0,61,1,0,0,0,1
113855,20,9,252,0,2,0,0,1,0,98,0.08,0.08,0,0,4
14891,49,9,1,0,45,0,0,0.44,0.09,65,0.25,0.27,0.05,0,1
28995,24,9,200,308,8,0,0,1,0,255,1,0,0,0,4
94077,14,9,8,0,1,0,0,1,0,64,1,0,0,0,1
78545,19,5,0,0,270,1,1,0.03,0.06,13,0.05,0.08,1,1,0
25107,16,5,0,0,108,1,1,0.09,0.05,10,0.04,0.04,1,1,0
38106,5,5,0,0,243,1,1,0.07,0.06,5,0.02,0.08,1,1,0
6154,20,9,11,0,1,0,0,1,0,91,0.14,0.07,0,0,4
122439,24,9,338,296,18,0,0,1,0,151,1,0,0.01,0.01,4
14464,12,9,43,129,20,0,0,1,0,223,0.81,0.03,0,0,4
94541,35,5,0,0,254,1,1,0,0.07,1,0,0.08,1,1,0
56664,37,5,0,0,269,1,1,0.02,0.06,6,0.02,0.07,1,1,0
91500,49,5,0,0,87,1,1,0.18,0.06,8,0.03,0.06,1,1,0
80506,49,1,0,0,84,0,0,0.05,0.08,4,0.02,0.06,0,0,0
39160,21,5,0,0,299,1,1,0.07,0.05,22,0.09,0.05,1,1,0
18532,60,9,109,5573,1,0,0,1,0,3,0.02,0.04,0.01,0,4
93086,49,5,0,0,183,1,1,0.02,0.07,3,0.01,0.06,1,1,0
27705,24,9,319,1559,6,0,0,1,0,255,1,0,0,0,4
119592,24,9,216,879,11,0,0,1,0,255,1,0,0,0.01,4
87054,60,6,224,2776333,1,1,1,1,0,5,0.71,0.43,0.14,0.2,4
118902,24,9,240,24342,4,0,0,1,0,255,1,0,0,0,4
76159,15,9,1032,0,511,0,0,1,0,146,0.57,0.02,0,0,0
104439,49,5,0,0,127,1,1,0.13,0.06,15,0.06,0.09,1,1,0
106872,57,2,0,0,295,0,0,0.06,0.06,18,0.07,0.08,0,0,0
13111,24,9,222,660,3,0,0,1,0,255,1,0,0,0,4
61790,30,5,0,0,135,1,1,0.05,0.06,2,0.01,0.07,1,1,0
20915,54,9,126,243,1,0,0,1,0,65,0.13,0.59,0.01,0,4
72845,15,9,1480,0,2,0,0,1,0,22,1,0,0,0,0
72192,24,9,305,4073,3,0,0,1,0,255,1,0,0,0,4
117493,24,9,200,260,9,0,0,1,0,255,1,0,0,0,4
54068,44,9,146,0,3,0,0,0.33,1,2,0.01,0.64,0,0,4
64002,24,1,0,0,1,0,0.95,1,0,24,1,0,0,0,4
121670,15,9,1032,0,228,0,0,1,0,228,0.89,0.01,0,0,0
83682,24,9,307,1215,7,0,0,1,0,139,1,0,0,0,4
16767,24,9,459,4557,36,0,0,1,0,255,1,0,0,0,4
19319,24,9,277,308,1,0,0,1,0,255,1,0,0,0,4
12799,24,9,235,1028,10,0,0,1,0,199,1,0,0,0,4
92014,24,9,168,7450,2,0,0,1,0,255,1,0,0,0,4
50895,54,9,2035,330,1,0,0,1,0,30,0.91,0.09,0,0,4
2992,44,9,147,105,5,0,0,0.2,0.6,1,0,0.62,0,0,4
11440,49,1,0,0,1,0,0,1,0,1,0,0.85,0,0,1
38824,24,9,204,619,12,0,0,1,0,255,1,0,0,0,4
46328,69,5,0,0,224,1,1,0.08,0.07,17,0.07,0.06,1,1,0
121555,44,9,147,105,1,0,0,1,0,2,0.01,0.64,0,0,4
100733,24,9,208,6357,10,0,0,1,0,255,1,0,0,0.01,4
32478,44,9,147,105,4,0,0,0.5,0.5,2,0.01,0.84,0,0,4
24782,49,5,0,0,144,1,1,0.01,0.08,17,0.07,0.08,1,1,0
107782,69,5,0,0,269,1,1,0.01,0.05,3,0.01,0.05,1,1,0
91673,15,9,1032,0,409,0,0,1,0,255,1,0,0,0,0
124704,24,9,224,9147,4,0,0,1,0,255,1,0,0,0,4
30324,65,9,78,0,8,0,0,0.25,0.25,24,0.09,0.01,0,0,4
25636,60,9,2402,3939,1,0,0,1,0,2,1,0,0,0,3
109215,20,5,0,0,64,1,1,0.14,0.06,29,0.11,0.06,1,1,0
81343,18,5,0,0,44,1,1,0.23,0.09,55,0.22,0.04,1,1,0
7313,24,9,190,1611,13,0,0,1,0,255,1,0,0,0,4
81009,65,9,183,0,2,0,0,0.5,1,43,0.17,0.01,0,0,4
42644,49,5,0,0,222,1,1,0.02,0.06,7,0.03,0.07,1,1,0
49842,49,5,0,0,225,1,1,0.07,0.06,15,0.06,0.06,1,1,0
66196,49,9,28,0,83,0.01,0,0.98,0.04,81,0.32,0.02,0,0,0
59755,14,9,8,0,1,0,0,1,0,28,1,0,0,0,1
43306,68,5,0,0,237,1,1,0.07,0.05,3,0.01,0.09,1,1,0
78940,24,9,241,4359,9,0,0,1,0,255,1,0,0,0,4
81671,49,5,0,0,150,1,1,0.08,0.06,12,0.05,0.07,1,1,0
107856,68,5,0,0,290,1,1,0.04,0.06,12,0.05,0.08,1,1,0
188,54,9,1075,364,1,0,0,1,0,100,0.39,0.17,0,0,4
27230,54,9,2284,451,1,0,0,1,0,129,0.49,0.01,0.82,0.78,4
118402,32,5,0,0,102,1,1,0.04,0.06,4,0.02,0.07,1,1,0
11742,54,9,608,327,1,0,0,1,0,74,0.49,0.02,0,0,4
55452,24,9,337,656,4,0,0,1,0,255,1,0,0,0,4
48333,19,9,288,903,1,0,0,1,0,49,0.19,0.03,0.01,0,4
12378,24,9,208,3067,1,0,0,1,0,255,1,0,0,0.01,4
87169,24,9,314,1528,11,0,0,1,0,255,1,0,0,0,4
69437,24,1,0,0,1,0,0,1,0,1,0.5,1,0,0,4
63792,49,9,1,0,9,0,0,0.22,0.22,30,0.12,0.56,0.16,0,1
46382,24,9,243,349,13,0,0,1,0,255,1,0,0,0,4
26015,49,1,0,0,2,0,0,0.5,1,1,0,0.55,0,0,1
121977,24,9,321,4123,13,0,0,1,0,255,1,0,0,0,4
101065,20,9,641,0,1,0,0,1,0,117,0.46,0.01,0,0,4
17734,69,5,0,0,283,1,1,0.07,0.05,19,0.07,0.05,1,1,0
13700,49,5,0,0,194,1,1,0.08,0.06,3,0.01,0.06,1,1,0
89558,24,5,0,0,19,1,0.91,0.53,0.11,50,0.28,0.02,1,1,0
91036,24,9,246,2524,52,0,0,1,0,255,1,0,0,0,4
57427,54,9,1572,329,1,0,0,1,0,143,0.68,0.16,0,0,4
121485,30,5,0,0,147,1,1,0.1,0.05,2,0.01,0.07,1,1,0
99120,49,1,0,0,105,0,0,0.16,0.08,2,0.01,0.07,0,0,0
9680,49,9,28,0,10,0,0,1,0,10,0.04,0.02,0,0,0
67451,14,9,8,0,1,0,0,1,0,78,1,0,0,0,1
119158,49,9,105,0,2,0,0,1,0,32,1,0,0,0,4
103414,54,9,1402,330,1,0,0,1,0,149,0.69,0.02,0,0,4
52587,12,9,88,0,1,0,0,1,0,63,1,0,0,0,4
48752,12,9,44,110,127,0,0,1,0,255,1,0,0,0,4
